1,0.000000,0.000000
2,0.000000,0.000000
3,0.000000,0.000000
4,0.000000,0.000000
1,0.500000,0.000000
2,0.500000,0.000000
3,0.500000,0.000000
4,0.500000,0.000000
1,1.000000,0.000000
2,1.000000,0.000000
3,1.000000,0.000000
4,1.000000,0.000000
1,1.500000,0.000000
2,1.500000,0.000000
3,1.500000,0.000000
4,1.500000,0.000000
1,2.000000,0.000000
2,2.000000,0.000000
3,2.000000,0.000000
4,2.000000,0.000000
1,2.500000,0.000000
2,2.500000,0.000000
3,2.500000,0.000000
4,2.500000,0.000000
1,3.000000,0.000000
2,3.000000,0.000000
3,3.000000,0.000000
4,3.000000,0.000000
1,3.500000,0.000000
2,3.500000,0.000000
3,3.500000,0.000000
4,3.500000,0.000000
1,4.000000,0.000000
2,4.000000,0.000000
3,4.000000,0.000000
4,4.000000,0.000000
1,4.500000,0.000000
2,4.500000,0.000000
3,4.500000,0.000000
4,4.500000,0.000000
1,5.000000,0.000000
2,5.000000,0.000000
3,5.000000,0.000000
4,5.000000,0.000000
1,5.500000,0.000000
2,5.500000,0.000000
3,5.500000,0.000000
4,5.500000,0.000000
1,6.000000,0.000000
2,6.000000,0.000000
3,6.000000,0.000000
4,6.000000,0.000000
1,6.500000,0.000000
2,6.500000,0.000000
3,6.500000,0.000000
4,6.500000,0.000000
1,7.000000,0.000499
2,7.000000,0.000000
3,7.000000,0.000000
4,7.000000,0.010985
1,7.500000,0.000000
2,7.500000,0.000000
3,7.500000,0.000000
4,7.500000,0.013197
1,8.000000,0.016050
2,8.000000,0.000000
3,8.000000,0.012269
4,8.000000,0.014409
1,8.500000,0.051503
2,8.500000,0.000000
3,8.500000,0.041873
4,8.500000,0.019545
1,9.000000,0.074472
2,9.000000,0.035738
3,9.000000,0.062203
4,9.000000,0.023825
1,9.500000,0.087383
2,9.500000,0.062274
3,9.500000,0.078467
4,9.500000,0.056710
1,10.000000,0.092091
2,10.000000,0.081748
3,10.000000,0.092305
4,10.000000,0.073259
1,10.500000,0.111280
2,10.500000,0.094873
3,10.500000,0.106429
4,10.500000,0.081962
1,11.000000,0.116487
2,11.000000,0.109568
3,11.000000,0.115346
4,11.000000,0.092876
1,11.500000,0.128400
2,11.500000,0.120197
3,11.500000,0.128899
4,11.500000,0.106358
1,12.000000,0.142952
2,12.000000,0.130754
3,12.000000,0.137602
4,12.000000,0.119911
1,12.500000,0.157718
2,12.500000,0.140883
3,12.500000,0.146875
4,12.500000,0.132252
1,13.000000,0.168775
2,13.000000,0.150157
3,13.000000,0.157076
4,13.000000,0.143380
1,13.500000,0.183041
2,13.500000,0.158431
3,13.500000,0.166991
4,13.500000,0.152439
1,14.000000,0.190888
2,14.000000,0.167562
3,14.000000,0.175623
4,14.000000,0.161927
1,14.500000,0.200589
2,14.500000,0.178333
3,14.500000,0.183897
4,14.500000,0.170059
1,15.000000,0.209577
2,15.000000,0.183755
3,15.000000,0.191744
4,15.000000,0.178547
1,15.500000,0.221490
2,15.500000,0.190603
3,15.500000,0.199733
4,15.500000,0.186251
1,16.000000,0.229337
2,16.000000,0.199305
3,16.000000,0.208008
4,16.000000,0.191459
1,16.500000,0.238824
2,16.500000,0.206011
3,16.500000,0.216354
4,16.500000,0.196452
1,17.000000,0.246385
2,17.000000,0.213715
3,17.000000,0.223059
4,17.000000,0.204370
1,17.500000,0.254446
2,17.500000,0.220491
3,17.500000,0.231049
4,17.500000,0.213929
1,18.000000,0.262007
2,18.000000,0.227125
3,18.000000,0.237326
4,18.000000,0.222988
1,18.500000,0.269783
2,18.500000,0.234544
3,18.500000,0.245601
4,18.500000,0.226341
1,19.000000,0.276845
2,19.000000,0.239680
3,19.000000,0.253519
4,19.000000,0.232333
1,19.500000,0.285975
2,19.500000,0.247027
3,19.500000,0.260438
4,19.500000,0.239038
1,20.000000,0.296176
2,20.000000,0.251878
3,20.000000,0.267143
4,20.000000,0.244459
1,20.500000,0.303737
2,20.500000,0.257370
3,20.500000,0.274063
4,20.500000,0.250737
1,21.000000,0.310157
2,21.000000,0.262792
3,21.000000,0.279698
4,21.000000,0.257442
1,21.500000,0.315222
2,21.500000,0.268071
3,21.500000,0.285761
4,21.500000,0.261936
1,22.000000,0.319430
2,22.000000,0.275775
3,22.000000,0.290113
4,22.000000,0.270496
1,22.500000,0.322712
2,22.500000,0.280768
3,22.500000,0.295463
4,22.500000,0.273635
1,23.000000,0.327919
2,23.000000,0.284406
3,23.000000,0.299172
4,23.000000,0.279484
1,23.500000,0.332770
2,23.500000,0.292039
3,23.500000,0.304522
4,23.500000,0.284691
1,24.000000,0.342542
2,24.000000,0.299172
3,24.000000,0.309872
4,24.000000,0.292039
1,24.500000,0.343684
2,24.500000,0.302881
3,24.500000,0.314722
4,24.500000,0.298031
1,25.000000,0.345610
2,25.000000,0.306305
3,25.000000,0.317790
4,25.000000,0.299030
1,25.500000,0.357451
2,25.500000,0.310157
3,25.500000,0.321856
4,25.500000,0.302239
1,26.000000,0.357808
2,26.000000,0.317076
3,26.000000,0.324709
4,26.000000,0.308659
1,26.500000,0.365013
2,26.500000,0.318860
3,26.500000,0.328989
4,26.500000,0.318004
1,27.000000,0.373501
2,27.000000,0.324638
3,27.000000,0.332484
4,27.000000,0.321428
1,27.500000,0.373573
2,27.500000,0.326064
3,27.500000,0.334981
4,27.500000,0.323425
1,28.000000,0.380849
2,28.000000,0.328062
3,28.000000,0.340902
4,28.000000,0.326849
1,28.500000,0.382418
2,28.500000,0.332912
3,28.500000,0.346466
4,28.500000,0.327491
1,29.000000,0.379351
2,29.000000,0.338476
3,29.000000,0.349604
4,29.000000,0.327919
1,29.500000,0.390122
2,29.500000,0.344112
3,29.500000,0.351673
4,29.500000,0.327063
1,30.000000,0.388482
2,30.000000,0.345039
3,30.000000,0.357095
4,30.000000,0.329631
1,30.500000,0.392120
2,30.500000,0.348677
3,30.500000,0.359235
4,30.500000,0.333269
1,31.000000,0.396828
2,31.000000,0.351531
3,31.000000,0.362302
